Location;Distance to Nearest Coastal Point (km)
Coimbra (Sé Nova, Santa Cruz, Almedina e São Bartolomeu), Coimbra;40
Almada, Cova da Piedade, Pragal e Cacilhas, Setúbal;7
Algueirão-Mem Martins, Lisboa;11
Alhos Vedros / Agrup. Escolas, Moita;17
Alvor, Portimão;5
Rio Tinto, Porto;9
Centro, Viseu;72
São João da Madeira, Aveiro;17
Portimão Centro, Portimão;2
Matadouro, Figueira da Foz;3
Cavalinha, Olhão;62
Cristelos, Boim e Ordem, Porto;35
Arroios, Lisboa;12
Tomar (São João Baptista) e Santa Maria dos Olivais, Santarém;6479
Macieira de Cambra, Aveiro;27
Rio Tinto - Forno, Gondomar;9
Santo António dos Olivais, Coimbra;41
Bairro Catroga e Gaio, Abrantes;101
São Lourenço do Bairro, Aveiro;44
ERA Palmela Azeitao, Moita;29
Almada, Almada;6
Viseu, Viseu;72
Abraveses, Viseu;70
Prelada, Porto;4
Rio Tinto, Porto;9
Minde, Santarém;62
Porto, Porto;3
Bairro da Coopalme, Sintra;10
Alto do Seixalinho / Escavadeira, Barreiro;15
Montijo e Afonsoeiro, Setúbal;25
Laranjeiro, Almada;6
Albufeira e Olhos de Água, Faro;27
Arca d´ Água, Porto;5
Aires, Palmela;31
St.º António da Caparica, Almada;0
Olhão Norte, Olhão;62
Rio Tinto, Porto;9
Vau, Leiria;46
Sines, Setúbal;26
Campo de Ourique, Lisboa;10
Loulé (São Clemente), Faro;48
Quarteira, Faro;38
Machico, Ilha da Madeira;896
Centro, Albergaria-a-Velha;36
Fernão Magalhães, Porto;7
Hospital de São João, Matosinhos;7
Glória e Vera Cruz, Aveiro;39
Santa Iria de Azoia, São João da Talha e Bobadela, Lisboa;22
Santa Iria de Azoia, São João da Talha e Bobadela, Lisboa;22
Santo António dos Olivais, Coimbra;41
Santo António dos Olivais, Coimbra;41
Santo António dos Olivais, Coimbra;41
Santo António dos Olivais, Coimbra;41
Oliveira de Azeméis, Santiago de Riba-Ul, Ul, Macinhata da Seixa e Madail, Aveiro;23
Horta das Figueiras, Évora;115
Bessa Leite, Porto;2
Sátão, Sátão;81
Bonfim, Porto;6
Costa de Caparica, Almada;0
Vila Nova de Gaia, Vila Nova de Gaia;6
Povos, Vila Franca de Xira;40
Esmoriz II - Pinhal D'Aberta, Ovar;5
Santa Marinha e São Pedro da Afurada, Porto;4
Barreiro, Barreiro;13
Ramalde, Porto;3
Aver-o-Mar, Póvoa de Varzim;14
Lagos, Lagos;3609
Falagueira-Venda Nova, Lisboa;9
Mina de Água, Lisboa;10
Alhos Vedros, Setúbal;19
Massamá Norte, Sintra;7
São Pedro, Santarém;57
Castanheira do Ribatejo e Cachoeiras, Lisboa;42
Casal de Cambra, Lisboa;12
Matosinhos Centro, Matosinhos;4
Caniço, Ilha da Madeira;906
Caniço, Ilha da Madeira;906
Odivelas, Lisboa;14
Abrantes (São Vicente e São João) e Alferrarede, Santarém;95
Elisio de Moura, Coimbra;40
Monte Gordo, Vila Real de Santo António;96
Monte Gordo, Vila Real de Santo António;96
Aguçadoura e Navais, Porto;9
Centro, Viseu;72
Mundão, Viseu;73
Centro, Viseu;72
Centro, Viseu;72
Centro, Viseu;72
Viseu, Viseu;72
Parque das Nações - Expo Norte, Lisboa;19
Olhão Norte, Olhão;62
Oliveira, São Paio e São Sebastião, Braga;41
Arcozelo, Ponte de Lima;23
Monte Abraão, Sintra;7
Sever do Vouga, Aveiro;37
Venda do Pinheiro, Mafra;22
Centro, Viseu;72
Vila Real (Nossa Senhora da Conceição, São Pedro e São Dinis), Vila Real;79
Queluz, Sintra;7
Vila Real (Nossa Senhora da Conceição, São Pedro e São Dinis), Vila Real;79
Vila Real (Nossa Senhora da Conceição, São Pedro e São Dinis), Vila Real;79
Centro, Viseu;72
Maia, Maia;10340
Darque, Viana do Castelo;0
Centro, Viseu;72
Darque, Viana do Castelo;0
Vila Real (Nossa Senhora da Conceição, São Pedro e São Dinis), Vila Real;79
Chiado, Lisboa;10
Arca d´ Água, Porto;5
Mafamude e Vilar do Paraíso, Porto;6
Albufeira - Montechoro, Albufeira;27
Centro, Viseu;72
Guarda, Guarda;160
Águas Santas, Porto;10
Mafamude e Vilar do Paraíso, Porto;6
Águas Santas, Porto;10
Vila Real (Nossa Senhora da Conceição, São Pedro e São Dinis), Vila Real;79
São Cosme Zona 7, Gondomar;12
Guarda, Guarda;160
Águas Santas, Porto;10
Oliveira do Douro, Porto;7
Águas Santas, Porto;10
Águas Santas, Porto;10
Oliveira do Douro, Porto;7
Águas Santas, Porto;10
Centro, Viseu;72
Águas Santas, Porto;10
Canidelo, Porto;3
Águas Santas, Porto;10
Vila Real (Nossa Senhora da Conceição, São Pedro e São Dinis), Vila Real;79
Cantanhede, Cantanhede;5853
São Marcos - Cacém, Sintra;6
Alcochete, Setúbal;26
Soeiros / Torres de Lisboa, Lisboa;12
Águas Santas, Porto;10
Ermesinde, Porto;12
Águas Santas, Porto;10
Águas Santas, Porto;10
Águas Santas, Porto;10
Águas Santas, Porto;10
Santa Maria, São Pedro e Matacães, Lisboa;26
Águas Santas, Porto;10
Buraca, Amadora;8
Águas Santas, Porto;10
Águas Santas, Porto;10
Águas Santas, Porto;10
Águas Santas, Porto;10
Olivais, Lisboa;16
Moscavide, Loures;18
Seixal, Arrentela e Aldeia de Paio Pires, Setúbal;11
Costa da Caparica, Setúbal;0
Amadora / Encosta do Sol, Amadora;10
Frazão Arreigada, Porto;25
Cascais e Estoril, Lisboa;0
Damaia de Cima, Amadora;8
Fátima, Santarém;64
Moita, Setúbal;21
Baixa da Banheira e Vale da Amoreira, Setúbal;16
Ramada e Caneças, Lisboa;14
Canidelo, Porto;3
Árvore, Vila do Conde;19
Laranjeiro, Almada;6
Ajuda, Lisboa;8
SJM 4, São João da Madeira;17
Santos, Lisboa, Lisboa;9
Vila Real de Santo António, Vila Real de Santo António;99
Cascais e Estoril, Lisboa;0
Centro, Aveiro;40
Centro, Aveiro;40
Centro, Aveiro;40
Centro, Aveiro;40
Charneca de Caparica e Sobreda, Setúbal;3
Paços de Ferreira, Porto;28
Centro, Aveiro;40
Cruz de Pau, Seixal;11
Centro de Carnaxide, Oeiras;5
Centro, Aveiro;40
Centro, Aveiro;40
Centro, Aveiro;40
Centro, Aveiro;40
Centro, Aveiro;40
Centro, Aveiro;40
Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória, Porto;5
Bairro Norton de Matos, Coimbra;40
Centro, Aveiro;40
Chainça, Abrantes;95
Armação de Pêra, Silves;15
Centro, Aveiro;40
Centro, Aveiro;40
Centro, Aveiro;40
Vilamoura, Loulé;37
Centro, Aveiro;40
Centro, Aveiro;40
Centro, Aveiro;40
Centro, Aveiro;40
Centro, Aveiro;40
Centro, Aveiro;40
Centro, Aveiro;40
Vilamoura, Loulé;37
Centro, Aveiro;40
Aos Arneiros, Lisboa;27
Centro, Aveiro;40
Monte Abraão, Sintra;7
Centro, Aveiro;40
Aos Arneiros, Lisboa;27
Centro, Aveiro;40
Lordelo, Porto;23
Centro, Aveiro;40
Cova da Piedade, Almada;7
Centro, Aveiro;40
Centro, Aveiro;40
Aos Arneiros, Lisboa;27
Centro, Aveiro;40
Pêra, Silves;18
Olaias, Lisboa;14
Centro, Aveiro;40
Agualva e Mira-Sintra, Lisboa;8
Centro, Aveiro;40
Centro, Aveiro;40
Centro, Aveiro;40
Centro, Aveiro;40
Centro, Aveiro;40
Centro, Aveiro;40
Braga (São José de São Lázaro e São João do Souto), Braga;29
Centro, Aveiro;40
Centro, Aveiro;40
Centro, Aveiro;40
Centro, Aveiro;40
Cova da Piedade, Almada;7
Seia, São Romão e Lapa dos Dinheiros, Guarda;102
Seia, São Romão e Lapa dos Dinheiros, Guarda;102
Seia, São Romão e Lapa dos Dinheiros, Guarda;102
Mem Martins, Sintra;11
Queluz e Belas, Lisboa;7
Costa da Caparica, Setúbal;0
Ponta Delgada (São Pedro), Ilha de São Miguel;1416
Seia, São Romão e Lapa dos Dinheiros, Guarda;102
Vilamoura, Loulé;37
Ramalde, Porto;3
Centro, Aveiro;40
Campo de Ourique, Lisboa;10
Tavira, Tavira;79
Senhora da Hora, Matosinhos;4
Seia, São Romão e Lapa dos Dinheiros, Guarda;102
Costa da Caparica, Setúbal;0
Seia, São Romão e Lapa dos Dinheiros, Guarda;102
Vilamoura, Loulé;37
Funchal (São Pedro), Ilha da Madeira;911
Trafaria, Almada;2
Ponta Delgada (São José), Ilha de São Miguel;1418
Pontinha e Famões, Lisboa;12
Praia da Rocha, Portimão;0
Santa Marinha e São Pedro da Afurada, Porto;4
Santa Marta do Pinhal, Seixal;11
Seixal, Arrentela e Aldeia de Paio Pires, Setúbal;11
Costa Cabral, Porto;7
Centro, Aveiro;40
Santa Apolónia, Bragança;170
Olivais Sul, Lisboa;16
Mina de Água, Lisboa;10
Vila Chã, Codal e Vila Cova de Perrinho, Aveiro;24
Centro, Aveiro;40
Venda do Pinheiro, Mafra;22
Porto, Porto;3
Canidelo, Vila Nova de Gaia;6
Centro, Aveiro;40
Porto, Porto;3
Porto, Porto;3
Centro, Aveiro;40
Porto, Porto;3
Viseu, Viseu;72
Centro, Aveiro;40
Porto, Porto;3
Samora Correia, Benavente;43
Santa Marinha e São Pedro da Afurada, Porto;4
Centro, Aveiro;40
Praia, Póvoa de Varzim;14
Centro, Aveiro;40
Monte da Caparica, Almada;4
Continente, Loulé;47
Centro, Aveiro;40
Centro, Aveiro;40
ANSIÃO, Ansião;47
Centro, Aveiro;40
Santo Tirso, Santo Tirso;27
Rio Tinto, Porto;9
Celas, Coimbra;40
Paços de Ferreira, Porto;28
Centro, Aveiro;40
Eiriz, Porto;29
Monte Gordo, Faro;96
Centro, Aveiro;40
Celas, Coimbra;40
Boavista, Porto;4
Parque das Nações - Expo Norte, Lisboa;19
Centro, Aveiro;40
Tomar (São João Baptista) e Santa Maria dos Olivais, Santarém;6479
Sítio de Sao Pedro/ Alto do Cano, Tavira;77
Centro, Aveiro;40
Ermesinde, Porto;12
Aos Arneiros, Lisboa;27
Aos Arneiros, Lisboa;27
Massamá e Monte Abraão, Lisboa;6
Almancil Centro, Loulé;45
Alhandra, Vila Franca de Xira;35
Aeroporto, Maia;9
Centro, Aveiro;40
Vila Nova de Milfontes, Beja;86
Centro, Aveiro;40
Apúlia, Esposende;3
Centro, Aveiro;40
Sto. Ovídio, Vila Nova de Gaia;6
Marvila, Lisboa;15
Olivais Sul, Lisboa;16
Centro, Aveiro;40
Fonte Nova, Lisboa;10
Abraveses, Viseu;70
Olivais Norte, Lisboa;17
Olivais, Coimbra;40
Santo Tirso, Santo Tirso;27
Oliveira do Douro, Porto;7
Eiras e São Paulo de Frades, Coimbra;40
Conceição e Cabanas de Tavira, Faro;82
Oeiras e São Julião da Barra, Paço de Arcos e Caxias, Lisboa;1
Mafamude e Vilar do Paraíso, Porto;6
Pedra Mourinha, Portimão;3
Oliveira do Douro, Porto;7
Centro, Aveiro;40
Centro, Aveiro;40
Canidelo, Porto;3
Celas, Coimbra;40
Águas Santas, Porto;10
Santa Apolónia, Coimbra;40
Baleal, Peniche;5
Centro, Aveiro;40
Centro, Aveiro;40
Centro, Aveiro;40
Cacém e São Marcos, Lisboa;8
Canidelo, Porto;3
Areia Branca, Lourinhã;8
Algueirão-Mem Martins, Lisboa;11
Alto dos Barronhos, Oeiras;5
Sé, Santa Maria e Meixedo, Bragança;171
À Av. Uruguai, Lisboa;10
Vila Nova Caparica, Almada;2
Encosta da Barata, Abrantes;97
Garajau, Santa Cruz;8950
Alcântara, Lisboa;8
Moreira, Porto;10
Santa Marinha e São Pedro da Afurada, Porto;4
Arca d´ Água, Porto;5
Valongo, Valongo;15
Lagos, Lagos;3609
Algueirão-Mem Martins, Lisboa;11
OVAR Centro, Ovar;16
Baleal, Peniche;5
À Av. Uruguai, Lisboa;10
Valongo, Porto;15
Montijo e Afonsoeiro, Setúbal;25
GAIA Madalena, Vila Nova de Gaia;5
Chinicato, Lagos;11
Qta do Marquês, Oeiras;1
Antas, Porto;7
Senhora da Hora, Matosinhos;4
Ramalde, Porto;3
Olivais, Lisboa;16
Antas, Porto;7
Miratejo, Seixal;11
Bairro das Amendoeiras, Lisboa;15
Foz do Douro, Porto;0
Rio Tinto - Areosa, Gondomar;8
Lamego (Almacave e Sé), Viseu;71
Damaia de Cima, Amadora;8
Damaia de Cima, Amadora;8
Damaia de Cima, Amadora;8
Paços de Ferreira, Porto;28
Bragaparque, Braga;31
Avenidas Novas, Lisboa;13
Mafamude e Vilar do Paraíso, Porto;6
QUINTA DA FÁBRICA DA PÓLVORA, Seixal;7
Mafamude e Vilar do Paraíso, Porto;6
Santo António, Lisboa;11
Vermoeira, Mafra;23
Santa Marinha e São Pedro da Afurada, Porto;4
Vila Nova de Gaia, Vila Nova de Gaia;6
Caniço, Ilha da Madeira;906
Peniche, Peniche;4
Caniço de Baixo, Santa Cruz;905
Celas, Coimbra;40
Caniço de Baixo, Santa Cruz;905
Celas, Coimbra;40
Valongo, Porto;15
Sé, Santa Maria e Meixedo, Bragança;171
Avenidas Novas, Lisboa;13
Quarteira, Faro;38
Portimão, Faro;1
Corujeira, Porto;7
Corujeira, Porto;7
SJM 4, São João da Madeira;17
Sé, Santa Maria e Meixedo, Bragança;171
Portela, Loures;18
Imaculado Coração de Maria, Ilha da Madeira;910
Loures, Loures;18
Lumiar, Lisboa;13
Corujeira, Porto;7
Madragoa, Lisboa, Lisboa;9
Corujeira, Porto;7
Campanhã, Porto;8
Areeiro, Lisboa;14
Corujeira, Porto;7
Valpaços e Sanfins, Vila Real;123
Corujeira, Porto;7
Olivais Sul, Lisboa;16
Corujeira, Porto;7
Corujeira, Porto;7
Recardães e Espinhel, Aveiro;52
Santarém (Marvila), Santa Iria da Ribeira de Santarém, Santarém (São Salvador) e Santarém (São Nicolau), Santarém;58
Feijó, Almada;6
Areeiro, Lisboa;14
Casa Branca, Funchal;912
Monserrate, Viana do Castelo;0
Arcozelo, Braga;14
Monte Verde, Tavira;79
Serra de Carnaxide, Oeiras;6
Vila Nova de Famalicão e Calendário, Braga;23
Águas Belas, Santarém;70
Fundão, Fundão;117
S. Miguel, Ovar;16
Arca d´ Água, Porto;5
Lumiar, Lisboa;13
Sesmarias, Portimão;4
Tomar (São João Baptista) e Santa Maria dos Olivais, Santarém;6479
Barcelos, Vila Boa e Vila Frescainha (São Martinho e São Pedro), Braga;11
Tomar (São João Baptista) e Santa Maria dos Olivais, Santarém;6479
Nogueira, Fraião e Lamaçães, Braga;31
Caparica, Almada;3
Faro (Sé e São Pedro), Faro;54
Oeiras e São Julião da Barra, Paço de Arcos e Caxias, Lisboa;1
Camarate, Unhos e Apelação, Lisboa;19
Real, Ataíde e Oliveira, Porto;42
Pinhal Novo, Setúbal;27
Gondomar (São Cosme), Valbom e Jovim, Porto;11
Gondomar (São Cosme), Valbom e Jovim, Porto;11
Gondomar (São Cosme), Valbom e Jovim, Porto;11
Gondomar (São Cosme), Valbom e Jovim, Porto;11
Gondomar (São Cosme), Valbom e Jovim, Porto;11
Gondomar (São Cosme), Valbom e Jovim, Porto;11
Gondomar (São Cosme), Valbom e Jovim, Porto;11
Gondomar (São Cosme), Valbom e Jovim, Porto;11
Gondomar (São Cosme), Valbom e Jovim, Porto;11
Gondomar (São Cosme), Valbom e Jovim, Porto;11
Gondomar (São Cosme), Valbom e Jovim, Porto;11
Gondomar (São Cosme), Valbom e Jovim, Porto;11
Gondomar (São Cosme), Valbom e Jovim, Porto;11
Gondomar (São Cosme), Valbom e Jovim, Porto;11
Gondomar (São Cosme), Valbom e Jovim, Porto;11
Gondomar (São Cosme), Valbom e Jovim, Porto;11
Santa Marinha e São Pedro da Afurada, Porto;4
São Sebastião de Guerreiros, Loures;18
Carnaxide, Oeiras;5
Santa Marinha e Afurada, Vila Nova de Gaia;4
Campo de Ourique, Lisboa;10
Laranjeiras Metro, Lisboa;11
Largo da Paz, Lisboa;7
Amial, Porto;6
Hospital S. João, Maia;6
Portela, Loures;18
Santo Tirso, Santo Tirso;27
São Martinho, Ilha da Madeira;913
São Martinho, Ilha da Madeira;913
São Martinho, Ilha da Madeira;913
São Martinho, Ilha da Madeira;913
Pero Negro, Sobral de Monte Agraço;28
Venteira, Amadora;8
Angra (São Pedro), Ilha Terceira;1539
Venteira, Lisboa;8
Porto, Porto;3
Algueirão-Mem Martins, Lisboa;11
Campolide, Lisboa;10
Fluvial, Porto;1
Valbom Zona 1, Gondomar;9
Ermesinde, Porto;12
Rio Tinto, Gondomar;9
Seia, São Romão e Lapa dos Dinheiros, Guarda;102
Arcozelo, Braga;14
Arcozelo, Braga;14
Belém, Lisboa;6
Caldas da Rainha - Santo Onofre e Serra do Bouro, Leiria;21
Vila Real (Nossa Senhora da Conceição, São Pedro e São Dinis), Vila Real;79
Algueirão/Mem-Martins, Sintra;11
Arcozelo, Braga;14
Centro Saúde, Faro;54
Lourosa, Aveiro;8
Pinhal Novo, Setúbal;27
Centro Estarreja, Estarreja;28
Fátima, Santarém;64
Vila Real (Nossa Senhora da Conceição, São Pedro e São Dinis), Vila Real;79
Lourosa, Aveiro;8
Costa da Caparica, Setúbal;0
Polo Universitário, Porto;6
Pombal, Leiria;35
Pombal, Leiria;35
Pombal, Leiria;35
Pombal, Leiria;35
Pombal, Leiria;35
Pombal, Leiria;35
Pombal, Leiria;35
Pombal, Leiria;35
Pombal, Leiria;35
Pombal, Leiria;35
Pombal, Leiria;35
Algés, Linda-a-Velha e Cruz Quebrada-Dafundo, Lisboa;3
Pombal, Leiria;35
Pombal, Leiria;35
Pombal, Leiria;35
Pombal, Leiria;35
Pombal, Leiria;35
Pombal, Leiria;35
QUINTA DO BATATEIRO, Seixal;9
Corroios, Setúbal;7
Oeiras e São Julião da Barra, Paço de Arcos e Caxias, Lisboa;1
Penafiel, Porto;32
Vila de Cucujães, Aveiro;19
Odivelas, Lisboa;14
Vila do Conde, Porto;18
Castelo, Vila do Conde;18
Vila do Conde, Porto;18
Mafamude e Vilar do Paraíso, Porto;6
Laranjeiro e Feijó, Setúbal;6
Olaias, Lisboa;14
Fânzeres e São Pedro da Cova, Porto;13
Fânzeres e São Pedro da Cova, Porto;13
Fânzeres e São Pedro da Cova, Porto;13
Seia, São Romão e Lapa dos Dinheiros, Guarda;102
Vila do Conde, Porto;18
Vila do Conde, Porto;18
Vila do Conde, Porto;18
Casal do Marco, Seixal;12
Vila do Conde, Porto;18
Alhos Vedros, Setúbal;19
Azurém, Braga;40
Vila do Conde, Porto;18
Pampilhosa, Mealhada;43
Torre da Marinha, Seixal;11
Centro Oliveira do Bairro, Oliveira do Bairro;50
Ferrel, Peniche;5
Valbom Zona 1, Gondomar;9
Pampilhosa, Mealhada;43
Olivais Sul, Lisboa;16
Vialonga, Lisboa;26
Pampilhosa, Mealhada;43
Alto do Moinho, Seixal;11
Moncarapacho e Fuseta, Faro;66
Mateus, Vila Real;82
Pampilhosa, Mealhada;43
Malveira - 8 Encantos, Mafra;20
Mafra Periferia, Mafra;16
Pampilhosa, Mealhada;43
Ajuda, Lisboa;8
Pampilhosa, Mealhada;43
Paços de Brandão, Aveiro;5
Pampilhosa, Mealhada;43
Areeiro, Loulé;45
Pampilhosa, Mealhada;43
Alhos Vedros, Setúbal;19
Campo dos Leões, Santarém;60
Tomar (São João Baptista) e Santa Maria dos Olivais, Santarém;6479
Povoa de Santa Iria  e Forte da Casa, Vila Franca , Vila Franca de Xira;26
Lumiar, Lisboa;13
Santa Maria Maior, Vila Real;111
ENTC - LIDL, Entroncamento;77
ENTC - LIDL, Entroncamento;77
Nossa Senhora de Fátima, Santarém;77
ENTC - LIDL, Entroncamento;77
ENTC - LIDL, Entroncamento;77
ENTC - LIDL, Entroncamento;77
Pombal, Leiria;35
ENTC - LIDL, Entroncamento;77
Santa Marinha e São Pedro da Afurada, Porto;4
Pombal, Leiria;35
ENTC - LIDL, Entroncamento;77
Pombal, Leiria;35
Pombal, Leiria;35
ENTC - LIDL, Entroncamento;77
Pombal, Leiria;35
ENTC - LIDL, Entroncamento;77
ENTC - LIDL, Entroncamento;77
ENTC - LIDL, Entroncamento;77
ENTC - LIDL, Entroncamento;77
Guia, Faro;20
Ermesinde, Porto;12
Monte Gordo, Vila Real de Santo António;96
ENTC - LIDL, Entroncamento;77
Leiria, Pousos, Barreira e Cortes, Leiria;47
ENTC - LIDL, Entroncamento;77
Leiria, Pousos, Barreira e Cortes, Leiria;47
Leiria, Pousos, Barreira e Cortes, Leiria;47
Leiria, Pousos, Barreira e Cortes, Leiria;47
ENTC - LIDL, Entroncamento;77
ENTC - LIDL, Entroncamento;77
Alboi, Aveiro;40
Parada de Todeia, Porto;25
Ramalde, Porto;3
ENTC - LIDL, Entroncamento;77
Abrantes (São Vicente e São João) e Alferrarede, Santarém;95
Peniche, Peniche;4
ENTC - LIDL, Entroncamento;77
Abrantes, Abrantes;97
Campanhã, Porto;8
Olivais Sul, Lisboa;16
Campanhã, Porto;8
Costa, Braga;29
Santa Maria Maior, Viana do Castelo;1
Bairro do Rosário, Cascais;2
Paredes, Porto;21
Vila Franca de Xira, Vila Franca de Xira;38
Damaia de Cima, Amadora;8
São Pedro de Castelões, Aveiro;28
Lamego (Almacave e Sé), Viseu;71
Oliveira do Douro, Porto;7
São Martinho, Ilha da Madeira;913
Bougado (São Martinho e Santiago), Porto;23
Caniço, Ilha da Madeira;906
Santa Marinha e São Pedro da Afurada, Porto;4
Guarda, Guarda;160
Laranjeiras Metro, Lisboa;11
Oliveira do Douro, Porto;7
Linda-a-Velha, Oeiras;4
Costa Cabral, Porto;7
Fajã de Baixo, Ilha de São Miguel;1416
Santarém (Marvila), Santa Iria da Ribeira de Santarém, Santarém (São Salvador) e Santarém (São Nicolau), Santarém;58
Lumiar, Lisboa;13
Moita, Setúbal;21
Gulpilhares e Valadares, Porto;7
Charneca de Caparica e Sobreda, Setúbal;3
Paranhos, Porto;6
Estrela, Lisboa;8
Agualva e Mira-Sintra, Lisboa;8
Vila Franca de Xira, Vila Franca de Xira;38
Nossa Senhora da Piedade, Santarém;60
Centro, Guarda;126
Ranhados, Viseu;74
Antas, Porto;7
Alvalade, Lisboa;14
Costa da Caparica, Setúbal;0
Ponta Delgada (São José), Ilha de São Miguel;1418
Esgueira, Aveiro;39
Vila Real (Nossa Senhora da Conceição, São Pedro e São Dinis), Vila Real;79
Pombal, Leiria;35
Pombal, Leiria;35
Pombal, Leiria;35
Pombal, Leiria;35
Pombal, Leiria;35
Pombal, Leiria;35
Pombal, Leiria;35
Pombal, Leiria;35
Pombal, Leiria;35
Altura, Castro Marim;91
Pombal, Leiria;35
Pombal, Leiria;35
Pombal, Leiria;35
Pombal, Leiria;35
Pombal, Leiria;35
Pombal, Leiria;35
Pombal, Leiria;35
Pombal, Leiria;35
Ermesinde, Valongo;12
Pombal, Leiria;35
Pombal, Leiria;35
Centro de São Mamede de Infesta, Matosinhos;7
Campolide, Lisboa;10
Funchal (São Pedro), Ilha da Madeira;911
Bx. Banheira / Mercado Municipal, Moita;16
Vila Nova de Gaia, Vila Nova de Gaia;6
Bx. Banheira / Mercado Municipal, Moita;16
Penha, Faro;55
Viseu, Viseu;72
Vila Nova Caparica 2, Almada;2
Damaia de Cima, Amadora;8
Praia, Póvoa de Varzim;14
Boavista, Porto;4
Madalena, Porto;5
Gulpilhares e Valadares, Porto;7
Garajau, Santa Cruz;8950
Arcozelo, Braga;14
Campo de Ourique, Lisboa;10
Castelo Branco, Castelo Branco;124
Mafamude e Vilar do Paraíso, Porto;6
Odivelas, Odivelas;14
Olhão Norte, Olhão;62
Rio Tinto, Porto;9
Cacém e São Marcos, Lisboa;8
Torel, Lisboa;11
Rio de Mouro, Lisboa;8
Pedrouços, Porto;8
Cete, Porto;25
Telheiras, Lisboa;12
Quarteira, Faro;38
Peniche, Peniche;4
Algueirão, Sintra;11
Águas Livres, Lisboa;8
São Martinho, Ilha da Madeira;913
Baguim do Monte - Missilva, Gondomar;13
Olivais Sul, Lisboa;16
Vila Nova de Gaia, Vila Nova de Gaia;6
Vila Nova de Gaia, Vila Nova de Gaia;6
São Martinho, Ilha da Madeira;913
Vila Verde, Oliveira do Bairro;49
Rio Tinto - Medancelhe, Gondomar;9
Celas, Coimbra;40
Lagoa e Carvoeiro, Faro;9
Lagoa e Carvoeiro, Faro;9
Mafamude e Vilar do Paraíso, Porto;6
Vila Praia de Âncora, Viana do Castelo;13
Lanhelas, Viana do Castelo;23
Atouguia da Baleia, Peniche;3
Massamá e Monte Abraão, Lisboa;6
Tapada das Mercês, Sintra;11
Alvor, Portimão;5
Bonfim, Porto;6
Pombal, Leiria;35
Sines, Setúbal;26
Bonfim, Porto;6
S. Martinho do Bispo, Coimbra;36
Paivas, Seixal;11
Porto, Porto;3
Estrela, Lisboa;8
Alto Rodes, Faro;54
Bairro Sra. dos Remédios, Guarda;126
Moita, Moita;20
Gulpilhares e Valadares, Porto;7
Arcozelo, Braga;14
Alhos Vedros, Setúbal;19
Real Clube Massamá, Sintra;6
Carcavelos e Parede, Lisboa;4
Bx. Banheira / Seg. Social, Moita;16
Belém, Lisboa;6
Pombal, Leiria;35
Pombal, Leiria;35
Pombal, Leiria;35
Pombal, Leiria;35
Pombal, Leiria;35
Pombal, Leiria;35
Pombal, Leiria;35
Seia, São Romão e Lapa dos Dinheiros, Guarda;102
Senhora da Hora, Matosinhos;4
Pataias e Martingança, Leiria;52
Santiago e São Simão de Litém e Albergaria dos Doze, Leiria;43
Canidelo, Porto;3
Mafamude e Vilar do Paraíso, Porto;6
Santa Clara e Castelo Viegas, Coimbra;38
Serpins, Coimbra;56
Azurara, Porto;18
Azurara, Porto;18
Azurara, Porto;18
Parque das Nações - Expo Sul, Lisboa;17
Azurara, Porto;18
Falagueira, Amadora;8
Azurara, Porto;18
Azurara, Porto;18
Seixal, Arrentela e Aldeia de Paio Pires, Setúbal;11
Azurara, Porto;18
Azurara, Porto;18
Alto do Seixalinho, Santo André e Verderena, Setúbal;14
Azurara, Porto;18
Fânzeres - Regadas, Gondomar;12
Azurara, Porto;18
Tarouca e Dálvares, Viseu;74
Azurara, Porto;18
Vila do Conde, Porto;18
Azurara, Porto;18
Hospital S. João, Porto;6
Azurara, Porto;18
Azurara, Porto;18
Colmeias e Memória, Leiria;43
Mateus, Vila Real;82
Quarteira, Loulé;38
São Gonçalo de Lagos, Faro;13
Albufeira e Olhos de Água, Faro;27
Albufeira e Olhos de Água, Faro;27
A5 - Eirado, Vila Nova de Gaia;6
Caniço, Ilha da Madeira;906
Albufeira e Olhos de Água, Faro;27
Tomar (São João Baptista) e Santa Maria dos Olivais, Santarém;6479
Ermesinde, Valongo;12
Albufeira e Olhos de Água, Faro;27
Santa Marta do Pinhal, Seixal;11
Santo António, Ilha da Madeira;911
Santo António, Ilha da Madeira;911
Santo António, Ilha da Madeira;911
Santo António, Ilha da Madeira;911
Câmara de Lobos, Ilha da Madeira;915
Santo António, Ilha da Madeira;911
Santo António, Ilha da Madeira;911
Santo António, Ilha da Madeira;911
Santo António, Ilha da Madeira;911
Santo António, Ilha da Madeira;911
Santo António, Ilha da Madeira;911
Santo António, Ilha da Madeira;911
Santo António, Ilha da Madeira;911
Santo António, Ilha da Madeira;911
Santo António, Ilha da Madeira;911
Santo António, Ilha da Madeira;911
Santo António, Ilha da Madeira;911
Santo António, Ilha da Madeira;911
Santo António, Ilha da Madeira;911
Santo António, Ilha da Madeira;911
Tomar (São João Baptista) e Santa Maria dos Olivais, Santarém;6479
Nogueira da Regedoura, Aveiro;5
Santo António Cavaleiros, Loures;17
Faro (Sé e São Pedro), Faro;54
Monte Estoril, Cascais;3
Vila Nova de Famalicão e Calendário, Braga;23
Portimão, Faro;1
