Location;Distance to Nearest Coastal Point (km)
Portimão, Faro;1
São Mamede de Infesta e Senhora da Hora, Porto;4
ERA Palmela Azeitao, Almada;29
Ramada e Caneças, Lisboa;14
Marisol, Almada;0
Oliveira do Douro, Porto;7
Pinheiro Manso, Porto;2
Madalena, Porto;5
Tavira (Santa Maria e Santiago), Faro;79
Ponta Delgada (São Sebastião), Ilha de São Miguel;1417
Tavira (Santa Maria e Santiago), Faro;79
Rabo de Peixe, Ilha de São Miguel;1409
Vila Real de Santo António, Faro;99
Vila Nova de Cacela, Faro;89
Paredes, Porto;21
Peniche, Peniche;4
Marvila, Lisboa;15
Real, Dume e Semelhe, Braga;29
Centro de Carnaxide, Oeiras;5
Montijo e Afonsoeiro, Setúbal;25
Atouguia da Baleia, Leiria;3
Vila Real (Nossa Senhora da Conceição, São Pedro e São Dinis), Vila Real;79
Aguada de Baixo, Águeda;52
Paredes, Porto;21
Vila Real (Nossa Senhora da Conceição, São Pedro e São Dinis), Vila Real;79
Castêlo da Maia, Porto;13
Ponte de Lima, Ponte de Lima;22
Lordelo, Porto;23
Lordelo, Porto;23
Laranjeiro e Feijó, Setúbal;6
Ermesinde, Valongo;12
Monte Abraão, Sintra;7
Forte da Casa, Vila Franca de Xira;28
Ermesinde, Porto;12
Arca d´ Água, Porto;5
Benfica, Lisboa;9
Baguim do Monte - Vale Ferreiros, Gondomar;12
Nazaré, Leiria;39
Campolide, Lisboa;10
Solum, Coimbra;41
Garajau, Santa Cruz;8950
Arcozelo, Braga;14
Oeiras e São Julião da Barra, Paço de Arcos e Caxias, Lisboa;1
Pedroso e Seixezelo, Porto;9
Santa Marinha e São Pedro da Afurada, Porto;4
Marco, Marco de Canaveses;44
Lapa, Lisboa, Lisboa;9
Parque das Nações - Expo Sul, Lisboa;17
Celorico (São Pedro e Santa Maria) e Vila Boa do Mondego, Guarda;113
Matosinhos, Matosinhos;4
Águas Livres, Lisboa;8
São Gonçalo de Lagos, Faro;13
Parque das Nações - Expo Sul, Lisboa;17
Albufeira e Olhos de Água, Faro;27
Marvila, Lisboa;15
Barreiro / Fórum Barreiro, Barreiro;14
Algés, Linda-a-Velha e Cruz Quebrada-Dafundo, Lisboa;3
Santa Marinha e São Pedro da Afurada, Porto;4
Fânzeres e São Pedro da Cova, Porto;13
Centro, Guarda;126
Falagueira, Amadora;8
Moita, Setúbal;21
Armação de Pêra, Silves;15
Nazaré, Leiria;39
Laranjeiras Metro, Lisboa;11
Nazaré, Leiria;39
Fonte Nova, Lisboa;10
Vilar de Andorinho, Porto;9
S. Dinis, Porto;5
Santarém (Marvila), Santa Iria da Ribeira de Santarém, Santarém (São Salvador) e Santarém (São Nicolau), Santarém;58
Feijó, Almada;6
Portimão, Faro;1
Mafamude e Vilar do Paraíso, Porto;6
Santa Maria Maior, Viana do Castelo;1
Oliveira de Azeméis, Santiago de Riba-Ul, Ul, Macinhata da Seixa e Madail, Aveiro;23
Oliveira do Douro, Porto;7
Arca d´ Água, Porto;5
Monte Gordo, Vila Real de Santo António;96
Praça de Touros, Santarém;60
Quarteira, Loulé;38
Portimão, Faro;1
Apúlia e Fão, Braga;3
Monte Abraão, Sintra;7
Loures, Loures;18
Oliveira de Azeméis, Santiago de Riba-Ul, Ul, Macinhata da Seixa e Madail, Aveiro;23
Carcavelos, Cascais;3
Mina de Água, Lisboa;10
Eiras, Coimbra;40
Olivais Sul, Lisboa;16
Mina de Água, Lisboa;10
Ericeira Periferia, Mafra;14
Repeses, Viseu;72
Repeses e São Salvador, Viseu;71
Repeses e São Salvador, Viseu;71
Repeses e São Salvador, Viseu;71
Repeses e São Salvador, Viseu;71
Arca d´ Água, Porto;5
Arca d´ Água, Porto;5
Repeses e São Salvador, Viseu;71
Arca d´ Água, Porto;5
Arca d´ Água, Porto;5
Repeses e São Salvador, Viseu;71
Arca d´ Água, Porto;5
Repeses e São Salvador, Viseu;71
Brufe, Braga;22
Laranjeiro, Almada;6
Alhos Vedros, Setúbal;19
Repeses e São Salvador, Viseu;71
Gala, Figueira da Foz;4
Paredes, Porto;21
Mataduços, Aveiro;38
Monte Abraão, Sintra;7
São Marcos, Sintra;6
Chafé, Viana do Castelo;6
Chafé, Viana do Castelo;6
Paços de Ferreira, Porto;28
Chafé, Viana do Castelo;6
Chafé, Viana do Castelo;6
Marco, Porto;60
Marco, Porto;60
Santa Maria Maior, Vila Real;111
Chafé, Viana do Castelo;6
Cova da Piedade, Almada;7
Chafé, Viana do Castelo;6
Chafé, Viana do Castelo;6
Rio Tinto - Estação, Gondomar;9
Chafé, Viana do Castelo;6
Venteira, Lisboa;8
Marco, Porto;60
Agualva - Cacém, Sintra;7
Chafé, Viana do Castelo;6
Lamego (Almacave e Sé), Viseu;71
Chafé, Viana do Castelo;6
Marco, Porto;60
Chafé, Viana do Castelo;6
Marco, Porto;60
Chafé, Viana do Castelo;6
Chafé, Viana do Castelo;6
Bragaparque, Braga;31
Chafé, Viana do Castelo;6
Nogueira, Fraião e Lamaçães, Braga;31
Chafé, Viana do Castelo;6
Chafé, Viana do Castelo;6
Chafé, Viana do Castelo;6
Porto, Porto;3
Chafé, Viana do Castelo;6
Planalto, Leiria;46
Chafé, Viana do Castelo;6
Chafé, Viana do Castelo;6
Chafé, Viana do Castelo;6
Chafé, Viana do Castelo;6
Chafé, Viana do Castelo;6
Chafé, Viana do Castelo;6
Marco, Porto;60
Damaia, Amadora;8
Marco, Porto;60
Vale da Cabrita, Leiria;47
Alto do Seixalinho / Largo da Santa, Barreiro;15
São Domingos de Benfica, Lisboa;12
Olivais, Coimbra;40
Alta de Lisboa, Lisboa;14
Marco, Porto;60
Marco, Porto;60
Marco, Porto;60
Marco, Porto;60
Boavista, Porto;4
Alhos Vedros, Setúbal;19
Rio Tinto - Cidade Jovem, Gondomar;11
Póvoa de Santa Iria e Forte da Casa, Lisboa;26
Ílhavo (São Salvador), Aveiro;45
Misericórdia, Lisboa;9
Espinho, Aveiro;0
Leiria, Pousos, Barreira e Cortes, Leiria;47
Abraveses, Viseu;70
Bairro Augusto de Castro, Oeiras;1
ERA Palmela Azeitao, Moita;29
Quinta do Jacinto, Lisboa;8
À Av. Uruguai, Lisboa;10
Praia da Luz, Lagos;17
Costa Cabral, Porto;7
Vilar de Andorinho, Porto;9
Costa Cabral, Porto;7
Repeses e São Salvador, Viseu;71
S. Miguel, Ovar;16
Costa Cabral, Porto;7
Repeses e São Salvador, Viseu;71
Gafanha da Nazaré, Ílhavo;41
Santa Marinha e São Pedro da Afurada, Porto;4
Costa Cabral, Porto;7
Penha de França, Lisboa;12
Nazaré, Leiria;39
Repeses e São Salvador, Viseu;71
Repeses e São Salvador, Viseu;71
Repeses e São Salvador, Viseu;71
Estômbar e Parchal, Faro;5
São Martinho, Ilha da Madeira;913
Santa Maria Maior, Vila Real;111
Encosta do Sol, Lisboa;10
Alto do Seixalinho / Quinta do Convento, Barreiro;15
Santo André / Ribeira das Naus, Barreiro;14
Guarda, Guarda;160
Girassol, Abrantes;97
São Félix da Marinha, Porto;2
Encosta da Barata, Abrantes;97
Pombal, Leiria;35
Cabo de Vialonga, Vila Franca de Xira;28
São Félix da Marinha, Porto;2
Aldeia de Paio Pires, Seixal;14
Anta e Guetim, Aveiro;1
Rosto do Cão (Livramento), Ilha de São Miguel;1411
São Martinho, Ilha da Madeira;913
Marvila, Lisboa;15
São Martinho, Ilha da Madeira;913
São Martinho, Ilha da Madeira;913
São Martinho, Ilha da Madeira;913
São Martinho, Ilha da Madeira;913
São Martinho, Ilha da Madeira;913
São Martinho, Ilha da Madeira;913
Bairro de Santa Cruz, Lisboa;9
Santa Iria de Azoia, São João da Talha e Bobadela, Lisboa;22
Bairro do Liceu, Aveiro;41
Vila Real de Santo António, Vila Real de Santo António;99
Lousã e Vilarinho, Coimbra;55
Centro de Gaia, Vila Nova de Gaia;6
Vila Real de Santo António, Vila Real de Santo António;99
Vera Cruz, Aveiro;39
São Brás de Alportel, Faro;57
Eiras, Coimbra;40
Quinta da Portela / Polo II, Coimbra;39
Barcelos, Vila Boa e Vila Frescainha (São Martinho e São Pedro), Braga;11
Praia da Rocha, Portimão;0
Monte Gordo, Faro;96
Santa Maria Maior, Vila Real;111
Minde, Santarém;62
Gouveia, Guarda;105
Leiria, Pousos, Barreira e Cortes, Leiria;47
Ribeirão, Braga;24
Arroios, Lisboa;12
Infantado, Loures;19
Nossa Senhora da Piedade, Santarém;60
Campo 24 Agosto, Porto;6
Vilar de Andorinho, Porto;9
Bonfim, Porto;6
Bonfim, Porto;6
Bonfim, Porto;6
Alfena, Porto;15
Mafamude e Vilar do Paraíso, Porto;6
OVAR Centro, Ovar;16
Mangualde, Mesquitela e Cunha Alta, Viseu;91
Encosta da Barata, Abrantes;97
Póvoa de Varzim, Beiriz e Argivai, Porto;14
Costa da Caparica, Setúbal;0
À Av. Gomes Pereira, Lisboa;9
Paços de Brandão, Aveiro;5
Queluz e Belas, Lisboa;7
Paços de Brandão, Aveiro;5
Centro de Carnaxide, Oeiras;5
Casal Gouveia, Sintra;2
Paços de Brandão, Aveiro;5
Águas Santas, Porto;10
Paços de Brandão, Aveiro;5
Pinheiro Manso, Porto;2
Paços de Brandão, Aveiro;5
Queluz e Belas, Lisboa;7
Feijó, Almada;6
Ajuda, Funchal;913
Paços de Brandão, Aveiro;5
Almada, Cova da Piedade, Pragal e Cacilhas, Setúbal;7
Alcabideche, Lisboa;4
São Domingos de Rana, Lisboa;4
Olivais Sul, Lisboa;16
Rio Tinto, Porto;9
Águas Santas, Porto;10
Olivais Sul, Lisboa;16
Oliveira do Hospital e São Paio de Gramaços, Coimbra;90
Massamá 6ª Fase, Sintra;6
Campinas, Sintra;7
Repeses e São Salvador, Viseu;71
Avenidas Novas, Lisboa;13
Freixieiro, Matosinhos;8
Lousã e Vilarinho, Coimbra;55
Lousã e Vilarinho, Coimbra;55
Lousã e Vilarinho, Coimbra;55
Verdemilho, Aveiro;43
Marvila, Lisboa;15
Massamá 6ª Fase, Sintra;6
Seixal, Arrentela e Aldeia de Paio Pires, Setúbal;11
Centro / Alfredo da Silva, Barreiro;13
Seixal, Arrentela e Aldeia de Paio Pires, Setúbal;11
Cavalinha, Olhão;62
Fermentões, Braga;38
Francelos, Vila Nova de Gaia;8
Monte Gordo, Faro;96
São Gonçalo de Lagos, Faro;13
Malveira, Mafra;20
Marvila, Lisboa;15
Santa Marinha e São Pedro da Afurada, Porto;4
Alcochete, Setúbal;26
Alto do Seixalinho, Santo André e Verderena, Setúbal;14
São Cosme Zona 2, Gondomar;12
Cacém e São Marcos, Lisboa;8
Costa de Caparica, Almada;0
Beato, Lisboa;14
Almancil, Loulé;45
Baixa da Banheira e Vale da Amoreira, Setúbal;16
Alto do Forno, Figueira da Foz;1
Alvalade, Lisboa;14
Golden Club, Tavira;82
Leça do Balio, Matosinhos;7
Águas Santas, Porto;10
Atibá, Cascais;6
Termas de São Vicente, Porto;31
Amora, Setúbal;9
Fânzeres e São Pedro da Cova, Porto;13
Casal De Matos, Leiria;49
Mem Martins, Sintra;11
São João da Madeira, Aveiro;17
Seia, São Romão e Lapa dos Dinheiros, Guarda;102
Avanca, Estarreja;23
Linda-a-Velha, Oeiras;4
Algés, Oeiras;5
Virtudes, Porto;4
Estreito de Câmara de Lobos, Ilha da Madeira;914
Caniço, Ilha da Madeira;906
Covilhã, Covilhã;117
Viseu, Viseu;72
Odivelas, Lisboa;14
Jardim de Cima, Santarém;58
Linda-a-velha, Oeiras;4
Olivais, Lisboa;16
Damaia de Baixo, Amadora;9
Valpaços e Sanfins, Vila Real;123
Carvalhido, Porto;4
Madragoa, Lisboa, Lisboa;9
Esmoriz I - Pinhal da Aberta, Ovar;5
Garajau, Santa Cruz;8950
Vila das Aves, Santo Tirso;32
Califa - Laranjeiras, Lisboa;11
Alto dos Moinhos, Lisboa;11
Alto dos Moinhos, Lisboa;11
Olhão, Faro;62
Qtª Areeiro, Santa Maria da Feira;11
Bairro dos Actores, Lisboa;11
Laranjeiro e Feijó, Setúbal;6
Queluz, Sintra;7
Gafanha da Nazaré, Ílhavo;41
Ermesinde, Valongo;12
Vila Real (Nossa Senhora da Conceição, São Pedro e São Dinis), Vila Real;79
Vila Nova de Famalicão e Calendário, Braga;23
Lumiar, Lisboa;13
Monte da Caparica, Almada;4
Olhão Centro, Olhão;63
Alferrarede, Abrantes;97
Laranjeiro e Feijó, Setúbal;6
Bom João, Faro;55
