Location;Distance to Nearest Coastal Point (km)
Rio Tinto - Av. da Conduta, Gondomar;10.900978426660448
Verderena / Avenida do Bocage, Barreiro;14.786436503217669
Verderena / Estação dos Barcos, Barreiro;14.105304182155951
Paranhos, Porto;6.200720730311939
Meixomil, Porto;27.92462341391923
Serra das Minas, Sintra;9.410767325261428
Arroios, Lisboa;12.344550088464594
Algueirão, Sintra;11.885007122638577
Santa Clara e Castelo Viegas, Coimbra;38.0356812566624
ERA Palmela Azeitao, Moita;29.937178690971553
Pegões, Montijo;55.22643683778895
Pragal, Almada;6.292416906165184
Seia, São Romão e Lapa dos Dinheiros, Guarda;102.71582425602914
ERA Palmela Azeitao, Setúbal;29.937178690971553
Campo de Ourique, Lisboa;10.281507683662495
ERA Palmela Azeitao, Setúbal;29.937178690971553
Gandra, Porto;20.452652398591038
Laranjeiro e Feijó, Setúbal;6.2728179730089035
Oliveira do Douro, Porto;7.42056882378263
Espinho, Aveiro;0.0
Nogueira, Fraião e Lamaçães, Braga;31.3889782579993
Campo de Ourique, Lisboa;10.281507683662495
Pedroso e Seixezelo, Porto;9.342552945965519
Nossa Senhora da Piedade, Santarém;60.55783932597185
Nevogilde, Porto;2.174574161002934
Marrazes e Barosa, Leiria;45.87135526249227
Chainça, Abrantes;95.46582351180204
Setúbal (São Sebastião), Setúbal;34.74005525641936
Nogueira da Regedoura, Aveiro;5.096251656917817
Fogueteiro, Seixal;12.08367799203927
Alverca do Ribatejo e Sobralinho, Lisboa;31.586921632511352
Pinhal Novo, Setúbal;27.67976920823699
Matosinhos e Leça da Palmeira, Porto;4.05647559371589
Antas, Porto;7.2903817058845535
Vila Praia de Âncora, Viana do Castelo;13.93161858684437
Ao Tojal, Lisboa;35.51987826034167
Lisboa, Lisboa;11.879567368245146
Antas, Porto;7.2903817058845535
Moscavide, Loures;18.76926342362823
São Vicente, Lisboa;12.283970510692418
Portimão, Faro;1.843917030787198
Portimão, Faro;1.843917030787198
Dafundo, Oeiras;3.6359867696537167
Olivais, Lisboa;16.354114399684835
Santo António dos Cavaleiros e Frielas, Lisboa;18.05531738385541
Santa Maria Maior, Vila Real;111.03437456662985
Selho (São Cristóvão), Braga;37.41378566024864
Jardins de Benfica, Lisboa;9.741387614674881
Belém, Lisboa;6.169214228763964
Chafé, Viana do Castelo;6.964729525772052
Chafé, Viana do Castelo;6.964729525772052
Samora Correia, Santarém;43.33075519954787
Setúbal (São Sebastião), Setúbal;34.74005525641936
Ferreiros, Prozelo e Besteiros, Braga;36.59108517201158
Lousã, Lousã;54.52941727337186
Corroios, Setúbal;7.238655208844806
Torres da Bela Vista, Loures;18.351052580714562
Olhão, Faro;62.42405763642128
Esposende, Marinhas e Gandra, Braga;3.0655027503774575
Areeiro, Lisboa;14.051324664085923
Santa Maria da Feira, Travanca, Sanfins e Espargo, Aveiro;11.537885605240778
Benfica, Lisboa;9.792851966067698
Carvalhido, Porto;4.518264283227267
Vilamoura, Loulé;37.17465435068023
Odivelas, Odivelas;14.328217649455674
Gouveia, Guarda;105.17422286565939
Pedrouços, Lisboa;16.240226428963638
Centro, Olhão;62.42405763642128
Carregado e Cadafais, Lisboa;45.240107426331456
Albufeira e Olhos de Água, Faro;27.535890776439256
Moncarapacho e Fuseta, Faro;66.48155661272949
Parque das Nações - Expo Sul, Lisboa;17.46542333689563
Oeiras e São Julião da Barra, Paço de Arcos e Caxias, Lisboa;1.0917467790256044
Ferreiras, Faro;25.919950528464536
Belas, Sintra;9.167297738659164
SJM 3, São João da Madeira;7593.235280998158
Lejana, Faro;54.53679503873221
Lumiar, Lisboa;13.776681240787086
Almada, Almada;6.907300997076936
Mealhada, Ventosa do Bairro e Antes, Aveiro;43.61760391670429
Vila Nova Caparica, Almada;2.8952081637842384
Águas Santas, Porto;10.51960564694329
Olhão Centro, Olhão;63.03402441286331
C1 - Rechousa, Vila Nova de Gaia;9.020309704875563
Ajuda, Lisboa;8.01873198559227
Fátima, Santarém;64.322263227467
Lourinhã e Atalaia, Lisboa;10.126122429150646
Vila Real de Santo António, Vila Real de Santo António;99.17169839521915
Trofa, Águeda;46.39464272202646
Carnaxide, Oeiras;5.610197989984755
Baleal, Peniche;5.810706297955714
Tribunal, Braga;30.71577194890623
Covilhã e Canhoso, Castelo Branco;118.61921242426745
Venteira, Lisboa;8.043986468943439
Paredes, Porto;21.939571653289125
Quarteira, Faro;38.86920377587499
São Vicente, Lisboa;12.283970510692418
Casal do Chapim, Odivelas;14.956217621100112
Senhora da Hora, Matosinhos;4.018086816415378
Cruz de Pau, Seixal;11.806414752230275
Feijó, Almada;6.171094176859449
Carnide, Lisboa;11.7525616270879
S. Domingos Benfica, Lisboa;12.203341402253104
Olhão Centro, Olhão;63.03402441286331
Câmara de Lobos, Ilha da Madeira;915.8629411414669
Caniço, Ilha da Madeira;906.2278561453574
Odivelas Centro, Odivelas;14.328217649455674
Baixa da Banheira e Vale da Amoreira, Setúbal;16.553662318633673
Currelos, Papízios e Sobral, Viseu;78.82550787713285
Lagares, Coimbra;90.36439179432554
Currelos, Papízios e Sobral, Viseu;78.82550787713285
Pontinha e Famões, Lisboa;12.800891642899446
Lamego (Almacave e Sé), Viseu;71.18471723000803
Águas Santas, Porto;10.51960564694329
Matadouro de Campanhã, Porto;8.29350767352667
Águas Santas, Porto;10.51960564694329
Portimão, Faro;1.843917030787198
Aos Arneiros, Lisboa;27.394232381651335
Estrela, Lisboa;8.671484111975005
Travassô, Águeda;47.05486816131406
Currelos, Papízios e Sobral, Viseu;78.82550787713285
Tomar (São João Baptista) e Santa Maria dos Olivais, Santarém;6479.269786659585
Esposende, Esposende;2.2539154839692177
Urb. Colinas do Cruzeiro, Odivelas;13.329541033993166
