Location;Price;Rooms;WCs;Net Floor Area (m2);Gross Private Area (m2);Parking;Floor;Energy Performance Certificate;Elevator_Not available;Capital;Metropolitan Areas;Large cities;Coastal Locations;Median Age;Distance To Ocean
Laranjeiras Metro, Lisboa;810000;4.0;2.0;170.0;170.0;2.0;7.0;Energy Performance Certificate;False;True;True;True;False;44.8;11
Massamá 6ª Fase, Sintra;329900;3.0;2.0;140.0;155.0;0.0;;Not available;True;False;False;False;False;43.7;6
Ferrel, Peniche;355000;3.0;2.0;91.0;115.0;1.0;1.0;Not available;True;False;False;False;True;47.9;5
Ferrel, Peniche;340000;3.0;2.0;75.0;96.0;1.0;1.0;Not available;True;False;False;False;True;47.9;5
Ferrel, Peniche;240000;1.0;1.0;53.0;67.0;1.0;0.0;Not available;True;False;False;False;True;47.9;5
Ferrel, Peniche;290000;2.0;2.0;66.0;81.0;1.0;0.0;Not available;True;False;False;False;True;47.9;5
Ferrel, Peniche;330000;3.0;2.0;74.0;96.0;1.0;0.0;Not available;True;False;False;False;True;47.9;5
Coronado (São Romão e São Mamede), Porto;174000;3.0;2.0;130.0;147.0;1.0;2.0;Energy Performance Certificate;False;False;True;True;True;47.0;16
Esposende, Marinhas e Gandra, Braga;210000;2.0;2.0;85.0;91.0;1.0;;Not available;True;False;False;True;False;44.4;3
Santa Maria Maior, Lisboa;165000;1.0;1.0;50.0;50.0;0.0;;Not available;True;True;True;True;False;44.8;11
Valadares e Francelos, Vila Nova de Gaia;174900;2.0;2.0;70.0;77.0;1.0;;Not available;True;False;True;True;False;46.8;8
Gondomar (São Cosme), Valbom e Jovim, Porto;149000;2.0;2.0;80.0;93.0;1.0;4.0;Energy Performance Certificate;False;False;True;True;True;47.1;11
Campolide, Lisboa;284000;2.0;1.0;71.0;82.0;0.0;;Not available;True;True;True;True;False;44.8;10
Covilhã, Covilhã;85000;2.0;1.0;72.0;90.0;0.0;;Not available;True;False;False;False;False;52.0;117
Mina, Amadora;200000;2.0;1.0;50.0;60.0;0.0;;Not available;True;False;True;True;False;44.1;9
St.º António da Caparica, Almada;449900;4.0;2.0;112.0;148.0;0.0;;Not available;True;False;True;False;False;46.3;0
São Domingos de Rana, Lisboa;590000;3.0;2.0;100.0;161.0;2.0;1.0;Energy Performance Certificate;False;True;True;True;False;44.8;4
Vila Chã, Vila do Conde;269000;3.0;2.0;97.0;97.0;1.0;3.0;Not available;True;False;False;False;False;45.7;16
São Félix da Marinha III, Vila Nova de Gaia;233000;3.0;3.0;125.0;125.0;2.0;0.0;Not available;True;False;True;True;False;46.8;2
Vilar de Andorinho, Vila Nova de Gaia;155000;2.0;1.0;92.0;100.0;0.0;1.0;Energy Performance Certificate;False;False;True;True;False;46.8;6
Caparica e Trafaria, Setúbal;199000;2.0;1.0;75.0;77.0;1.0;1.0;Not available;True;False;True;True;False;46.6;2
Bairro Norton de Matos, Coimbra;310000;3.0;2.0;97.0;119.0;0.0;;Not available;True;False;False;True;False;48.3;40
Monte, Murtosa;157000;2.0;1.0;93.0;113.0;1.0;2.0;Not available;True;False;False;False;False;46.8;28
Cacém e São Marcos, Lisboa;165000;2.0;1.0;66.0;73.0;0.0;;Not available;True;True;True;True;False;44.8;8
Lordelo do Ouro, Porto;525000;5.0;3.0;166.0;197.0;1.0;3.0;Energy Performance Certificate;False;False;True;True;True;47.0;1
Braga (Maximinos, Sé e Cividade), Braga;190000;3.0;2.0;124.0;124.0;1.0;2.0;Not available;True;False;False;True;False;44.4;28
Quarteira, Faro;360000;2.0;1.0;;;0.0;;Not available;True;False;False;False;True;45.7;38
Campanhã, Porto;187000;3.0;2.0;92.0;96.0;0.0;3.0;Not available;True;False;True;True;True;47.0;8
Lagoa e Carvoeiro, Faro;235000;2.0;1.0;71.0;100.0;0.0;;Not available;True;False;False;False;True;45.7;9
Ajuda, Lisboa;199000;1.0;1.0;50.0;55.0;0.0;1.0;Not available;True;True;True;True;False;44.8;8
Av. Fernão Magalhães, Coimbra;257500;1.0;1.0;50.0;68.0;1.0;9.0;Energy Performance Certificate;False;False;False;True;False;48.3;38
Rio Tinto - Cidade Jovem, Gondomar;260000;2.0;2.0;108.0;108.0;1.0;4.0;Energy Performance Certificate;False;False;True;False;False;47.1;11
Gulpilhares e Valadares, Porto;185000;2.0;2.0;94.0;108.0;1.0;1.0;Energy Performance Certificate;False;False;True;True;True;47.0;7
Estrada Monumental, Funchal;595000;2.0;2.0;64.0;94.0;2.0;9.0;Energy Performance Certificate;False;False;False;True;False;48.0;914
Oliveira do Douro, Porto;198000;2.0;2.0;97.0;116.0;1.0;6.0;Energy Performance Certificate;False;False;True;True;True;47.0;7
Cidade da Maia, Porto;269000;3.0;2.0;101.0;106.0;1.0;4.0;Energy Performance Certificate;False;False;True;True;True;45.5;9
Linda-a-velha, Oeiras;255000;2.0;1.0;70.0;77.0;0.0;;Not available;True;False;False;False;False;46.5;4
Lourinhã e Atalaia, Lisboa;173000;1.0;1.0;51.0;57.0;1.0;;Not available;True;True;True;True;False;47.1;10
Massamá, Sintra;190000;2.0;1.0;74.0;82.0;0.0;;Not available;True;False;False;False;False;43.7;6
Gualtar, Braga;209000;3.0;2.0;108.0;135.0;1.0;3.0;Not available;True;False;False;True;False;44.4;29
Torno, Porto;123500;2.0;1.0;102.0;117.0;1.0;3.0;Energy Performance Certificate;False;False;True;True;True;47.0;41
Cacilhas, Almada;185000;2.0;1.0;69.0;72.0;0.0;;Not available;True;False;True;False;False;46.3;8
Cacém e São Marcos, Lisboa;198000;2.0;1.0;83.0;90.0;0.0;;Not available;True;True;True;True;False;44.8;8
Cova da Piedade, Almada;329000;2.0;2.0;94.0;122.0;1.0;2.0;Energy Performance Certificate;False;False;True;False;False;46.3;7
Samora Correia, Santarém;155000;3.0;2.0;121.0;121.0;0.0;;Not available;True;False;False;False;False;48.3;43
Alhandra, Vila Franca de Xira;125000;2.0;1.0;45.0;64.0;0.0;;Not available;True;False;False;False;False;44.1;35
Matosinhos e Leça da Palmeira, Porto;135000;3.0;1.0;80.0;145.0;0.0;;Not available;True;False;True;True;True;47.5;4
Mafamude e Vilar do Paraíso, Porto;275000;2.0;2.0;117.0;134.0;1.0;5.0;Not available;False;False;True;True;True;47.0;6
Mafamude e Vilar do Paraíso, Porto;270000;2.0;2.0;117.0;134.0;1.0;4.0;Not available;False;False;True;True;True;47.0;6
Mafamude e Vilar do Paraíso, Porto;190000;1.0;2.0;85.0;85.0;0.0;;Not available;True;False;True;True;True;47.0;6
Mafamude e Vilar do Paraíso, Porto;265000;2.0;2.0;104.0;120.0;1.0;4.0;Not available;False;False;True;True;True;47.0;6
Mafamude e Vilar do Paraíso, Porto;270000;2.0;2.0;117.0;137.0;1.0;3.0;Not available;False;False;True;True;True;47.0;6
Mafamude e Vilar do Paraíso, Porto;180000;1.0;2.0;85.0;85.0;0.0;;Not available;True;False;True;True;True;47.0;6
Mafamude e Vilar do Paraíso, Porto;265000;2.0;2.0;117.0;133.0;1.0;2.0;Not available;False;False;True;True;True;47.0;6
Mafamude e Vilar do Paraíso, Porto;175000;1.0;2.0;85.0;85.0;0.0;;Not available;True;False;True;True;True;47.0;6
Mafamude e Vilar do Paraíso, Porto;210000;2.0;2.0;104.0;104.0;0.0;;Not available;True;False;True;True;True;47.0;6
Mafamude e Vilar do Paraíso, Porto;250000;2.0;2.0;117.0;135.0;1.0;1.0;Not available;False;False;True;True;True;47.0;6
Mafamude e Vilar do Paraíso, Porto;170000;1.0;2.0;86.0;86.0;0.0;;Not available;True;False;True;True;True;47.0;6
Mafamude e Vilar do Paraíso, Porto;200000;2.0;2.0;104.0;122.0;0.0;;Not available;True;False;True;True;True;47.0;6
Mafamude e Vilar do Paraíso, Porto;160000;1.0;2.0;67.0;67.0;0.0;;Not available;True;False;True;True;True;47.0;6
Mafamude e Vilar do Paraíso, Porto;195000;2.0;2.0;104.0;122.0;1.0;0.0;Not available;False;False;True;True;True;47.0;6
Oeiras e São Julião da Barra, Paço de Arcos e Caxias, Lisboa;490000;3.0;2.0;103.0;113.0;0.0;;Not available;True;True;True;True;False;44.8;1
Selho (São Jorge), Braga;216000;3.0;3.0;140.0;154.0;2.0;4.0;Not available;True;False;False;True;False;44.4;35
Graça, Lisboa;350000;2.0;1.0;61.0;71.0;0.0;;Not available;True;True;True;True;False;44.8;12
Chiado, Lisboa;895000;3.0;4.0;147.0;163.0;0.0;;Not available;True;True;True;True;False;44.8;10
Praça Rainha D. Amélia, Porto;165000;1.0;1.0;40.0;43.0;0.0;;Not available;True;False;True;True;True;47.0;6
Montijo e Afonsoeiro, Setúbal;197500;3.0;2.0;78.0;95.0;0.0;;Not available;True;False;True;True;False;42.6;25
Avenidas Novas, Lisboa;335000;0.0;1.0;47.0;64.0;1.0;4.0;Energy Performance Certificate;False;True;True;True;False;44.8;13
Castelo Branco, Castelo Branco;137000;4.0;2.0;148.0;195.0;0.0;;Not available;True;False;False;False;False;50.5;124
Moncarapacho e Fuseta, Faro;165000;1.0;1.0;64.0;64.0;1.0;1.0;Not available;True;False;False;False;True;45.7;66
São Domingos de Benfica, Lisboa;375000;1.0;1.0;62.0;62.0;1.0;2.0;Not available;True;True;True;True;False;44.8;9
Vila do Conde, Porto;950000;4.0;3.0;181.0;190.0;2.0;1.0;Energy Performance Certificate;False;False;True;True;True;47.0;18
Penha de França, Lisboa;350000;3.0;1.0;;;0.0;;Not available;True;True;True;True;False;44.8;12
Lavradio, Barreiro;115000;2.0;1.0;52.0;61.0;0.0;;Not available;True;False;False;False;False;47.0;15
Lumiar, Lisboa;299000;1.0;1.0;66.0;66.0;1.0;0.0;Energy Performance Certificate;False;True;True;True;False;44.8;13
Estrada Monumental, Funchal;580000;2.0;2.0;64.0;94.0;2.0;10.0;Energy Performance Certificate;False;False;False;True;False;48.0;914
ERA Palmela Azeitao, Seixal;170000;2.0;1.0;79.0;87.0;0.0;;Not available;True;False;False;False;False;45.3;29
Santa Marta do Pinhal, Seixal;182000;2.0;1.0;77.0;77.0;0.0;;Not available;True;False;False;False;False;44.9;11
ERA Palmela Azeitao, Barreiro;225000;3.0;2.0;111.0;125.0;0.0;;Not available;True;False;False;False;False;47.0;23
ERA Palmela Azeitao, Moita;120000;1.0;1.0;51.0;61.0;0.0;;Not available;True;False;False;False;False;45.0;29
Vale Churido, Bragança;139000;3.0;2.0;;;0.0;;Not available;True;False;False;True;False;44.4;170
Loures, Loures;240000;2.0;1.0;63.0;63.0;0.0;;Not available;True;False;False;False;False;44.6;18
Marvila, Lisboa;255000;2.0;1.0;77.0;77.0;0.0;;Not available;True;True;True;True;False;44.8;15
Santa Clara, Coimbra;168000;2.0;1.0;90.0;98.0;1.0;;Not available;True;False;False;True;False;48.3;37
Rio Tinto, Porto;180000;2.0;2.0;81.0;98.0;1.0;2.0;Energy Performance Certificate;False;False;True;True;True;47.0;9
Vendas Novas, Évora;165000;3.0;2.0;110.0;110.0;0.0;;Not available;True;False;False;False;False;46.9;67
Loulé (São Sebastião), Faro;265000;2.0;1.0;60.0;79.0;0.0;0.0;Not available;True;False;False;False;True;45.7;40
Loulé (São Sebastião), Faro;265000;2.0;1.0;59.0;74.0;0.0;1.0;Not available;True;False;False;False;True;45.7;40
Loulé, Loulé;270000;2.0;1.0;61.0;78.0;0.0;1.0;Not available;True;False;False;False;False;46.9;45
Marinha Grande, Leiria;155000;3.0;2.0;100.0;108.0;1.0;2.0;Not available;True;False;False;False;False;46.4;46
Canidelo, Porto;625000;2.0;2.0;92.0;105.0;2.0;3.0;Energy Performance Certificate;False;False;True;True;True;47.0;3
Castelo Branco, Castelo Branco;215000;3.0;3.0;110.0;138.0;3.0;1.0;Not available;True;False;False;False;False;50.5;124
Vila Nova de Paiva, Vila Nova de Paiva;99000;3.0;2.0;96.0;109.0;1.0;1.0;Not available;True;False;False;False;False;53.7;75
Coimbra (Sé Nova, Santa Cruz, Almedina e São Bartolomeu), Coimbra;237500;4.0;2.0;99.0;128.0;1.0;2.0;Not available;False;False;False;True;False;48.3;40
Granja Park, Castelo Branco;227000;3.0;2.0;117.0;140.0;1.0;3.0;Energy Performance Certificate;False;False;False;False;False;50.5;123
Ajuda, Funchal;480000;3.0;2.0;113.0;134.0;3.0;4.0;Energy Performance Certificate;False;False;False;True;False;48.0;913
Santa Marinha e São Pedro da Afurada, Porto;200000;1.0;2.0;59.0;69.0;1.0;1.0;Not available;True;False;True;True;True;47.0;4
Entroncamento, Entroncamento;156000;3.0;2.0;108.0;108.0;1.0;;Not available;True;False;False;False;False;45.5;77
Guarda, Guarda;82380;4.0;2.0;80.0;90.0;0.0;;Not available;True;False;False;False;False;49.6;160
Pampilhosa, Mealhada;120000;2.0;1.0;92.0;101.0;0.0;;Not available;True;False;False;False;False;49.3;43
Campolide, Lisboa;420000;2.0;1.0;62.0;62.0;0.0;8.0;Energy Performance Certificate;False;True;True;True;False;44.8;10
Custóias, Matosinhos;178000;2.0;1.0;68.0;83.0;1.0;0.0;Not available;True;False;True;False;False;47.5;6
Campo de Ourique, Lisboa;349500;1.0;1.0;54.0;61.0;0.0;;Not available;True;True;True;True;False;44.8;10
Alto Sto Amaro, Lisboa;250000;1.0;1.0;27.0;37.0;0.0;0.0;Energy Performance Certificate;False;True;True;True;False;44.8;11
Alhos Vedros, Setúbal;95000;1.0;1.0;;;0.0;;Not available;True;False;True;True;False;46.6;19
Vila Praia de Âncora, Viana do Castelo;280000;4.0;3.0;155.0;161.0;2.0;;Not available;True;False;False;False;True;48.8;13
Paços de Ferreira, Porto;270000;3.0;3.0;130.0;143.0;2.0;0.0;Energy Performance Certificate;False;False;True;True;True;47.0;28
Corroios, Setúbal;170000;3.0;1.0;93.0;93.0;0.0;;Not available;True;False;True;True;False;46.6;7
Vilamoura, Loulé;350000;1.0;1.0;62.0;62.0;0.0;3.0;Not available;True;False;False;False;False;46.9;37
Santa Marinha e Afurada, Vila Nova de Gaia;650000;3.0;3.0;128.0;156.0;2.0;6.0;Not available;True;False;True;True;False;46.8;4
São Marcos, Sintra;189900;2.0;1.0;76.0;82.0;0.0;;Not available;True;False;False;False;False;43.7;6
Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória, Porto;460000;2.0;3.0;;;0.0;;Not available;True;False;True;True;True;47.0;5
Barcarena, Lisboa;189000;2.0;2.0;75.0;81.0;0.0;;Not available;True;True;True;True;False;44.8;4
Barcouço, Mealhada;129500;2.0;1.0;105.0;128.0;1.0;1.0;Not available;True;False;False;False;False;49.3;38
Rua do Brasil / Quinta D. João, Coimbra;220000;2.0;1.0;82.0;90.0;0.0;;Not available;True;False;False;True;False;48.3;39
Canidelo, Vila Nova de Gaia;600000;2.0;2.0;92.0;105.0;2.0;1.0;Energy Performance Certificate;False;False;True;True;False;46.8;6
Praia Leça da Palmeira, Matosinhos;650000;3.0;2.0;134.0;201.0;3.0;5.0;Not available;False;False;True;False;False;47.5;4
Aguada de Cima, Águeda;148000;2.0;1.0;88.0;88.0;2.0;1.0;Not available;True;False;False;False;False;49.1;54
Laranjeiro, Almada;145500;1.0;1.0;45.0;50.0;0.0;;Not available;True;False;True;False;False;46.3;6
Águas Santas, Porto;195000;2.0;2.0;106.0;128.0;1.0;5.0;Energy Performance Certificate;False;False;True;True;True;47.0;10
Cidade da Maia, Porto;180000;2.0;1.0;82.0;82.0;0.0;;Not available;True;False;True;True;True;45.5;9
Santa Marinha, Vila Nova de Gaia;130000;1.0;1.0;45.0;48.0;0.0;;Not available;True;False;True;True;False;46.8;4
Arroja, Odivelas;195000;2.0;1.0;75.0;75.0;0.0;;Not available;True;False;False;False;False;43.7;14
Alfena, Porto;172500;3.0;2.0;112.0;125.0;1.0;0.0;Not available;True;False;True;True;True;47.0;15
Peniche, Peniche;162500;2.0;1.0;82.0;82.0;1.0;1.0;Not available;True;False;False;False;True;47.9;4
Alcabideche, Lisboa;480000;3.0;2.0;80.0;86.0;1.0;0.0;Not available;True;True;True;True;False;44.8;4
Albufeira e Olhos de Água, Faro;159500;1.0;1.0;57.0;65.0;0.0;;Not available;True;False;False;False;True;44.4;27
Almancil Centro, Loulé;290000;2.0;2.0;157.0;176.0;1.0;3.0;Not available;False;False;False;False;False;46.9;45
Bonfim, Porto;165000;2.0;1.0;86.0;196.0;0.0;;Not available;True;False;True;True;True;47.0;6
Massamá 2ª Fase, Sintra;219900;2.0;1.0;83.0;96.0;0.0;;Not available;True;False;False;False;False;43.7;6
Arcos de Valdevez (Salvador), Vila Fonche e Parada, Viana do Castelo;207000;3.0;2.0;192.0;152.0;1.0;;Not available;True;False;False;False;True;55.4;37
Covilhã, Covilhã;175000;3.0;2.0;96.0;100.0;0.0;;Not available;True;False;False;False;False;52.0;117
Faro (Sé e São Pedro), Faro;240000;2.0;1.0;66.0;79.0;1.0;3.0;Not available;True;False;False;False;True;45.7;54
Consolação, Peniche;198000;2.0;1.0;63.0;96.0;1.0;1.0;Energy Performance Certificate;False;False;False;False;True;47.9;0
Espinho I, Espinho;195000;1.0;1.0;57.0;57.0;1.0;1.0;Not available;False;False;False;False;False;51.1;87
Santa Iria de Azoia, São João da Talha e Bobadela, Lisboa;219000;2.0;1.0;92.0;92.0;0.0;;Not available;True;True;True;True;False;44.8;22
Estrela, Lisboa;435000;2.0;1.0;76.0;76.0;0.0;;Not available;True;True;True;True;False;44.8;8
Oliveira do Douro, Porto;184500;3.0;2.0;99.0;112.0;1.0;5.0;Energy Performance Certificate;False;False;True;True;True;47.0;7
Quinta da Cabrinha, Seixal;259500;3.0;2.0;99.0;115.0;0.0;;Not available;True;False;False;False;False;44.9;13
C2 - Quinta dos Bispos, Vila Nova de Gaia;170000;2.0;2.0;94.0;100.0;1.0;3.0;Energy Performance Certificate;False;False;True;True;False;46.8;9
Lisboa, Lisboa;595000;3.0;2.0;126.0;126.0;1.0;6.0;Energy Performance Certificate;False;True;True;True;False;44.8;11
Armação de Pêra, Silves;235000;2.0;2.0;71.0;90.0;1.0;4.0;Energy Performance Certificate;False;False;False;False;True;47.1;15
Póvoa de Santa Iria e Forte da Casa, Lisboa;183000;2.0;1.0;50.0;55.0;0.0;1.0;Not available;True;True;True;True;False;44.8;26
Bemposta, Portimão;210000;1.0;1.0;60.0;71.0;0.0;;Not available;True;False;False;False;True;45.5;3
Sesimbra (Castelo), Setúbal;308000;3.0;2.0;115.0;146.0;0.0;;Not available;True;False;True;True;True;44.8;20
Pinheiro Manso, Porto;240000;3.0;2.0;106.0;119.0;1.0;2.0;Energy Performance Certificate;False;False;True;True;True;47.0;2
Faro (Sé e São Pedro), Faro;250000;3.0;2.0;83.0;102.0;0.0;;Not available;True;False;False;False;True;45.7;54
Marquês, Porto;374771;2.0;2.0;93.0;134.0;1.0;3.0;Not available;True;False;True;True;True;47.0;5
Marquês, Porto;375475;2.0;2.0;97.0;132.0;1.0;2.0;Not available;True;False;True;True;True;47.0;5
Marquês, Porto;364500;2.0;2.0;93.0;119.0;1.0;2.0;Not available;True;False;True;True;True;47.0;5
Marquês, Porto;645000;2.0;2.0;163.0;329.0;2.0;0.0;Not available;True;False;True;True;True;47.0;5
Moscavide e Portela, Lisboa;350000;4.0;2.0;100.0;100.0;0.0;;Not available;True;True;True;True;False;44.8;18
Pinhal Novo, Setúbal;247500;3.0;2.0;118.0;208.0;2.0;0.0;Energy Performance Certificate;False;False;True;True;False;46.6;27
Águas Livres, Lisboa;160000;2.0;1.0;72.0;78.0;0.0;;Not available;True;True;True;True;False;44.8;8
Ajuda, Lisboa;379000;2.0;1.0;60.0;60.0;0.0;7.0;Energy Performance Certificate;False;True;True;True;False;44.8;8
Caniço de Baixo, Santa Cruz;380000;3.0;2.0;115.0;150.0;2.0;2.0;Not available;True;False;False;False;False;43.7;905
Tavira (Santa Maria e Santiago), Faro;260000;2.0;2.0;86.0;102.0;1.0;2.0;Energy Performance Certificate;False;False;False;False;True;45.7;79
Paderne, Faro;138500;2.0;1.0;86.0;86.0;0.0;;Not available;True;False;False;False;True;45.7;30
Falagueira-Venda Nova, Lisboa;269900;2.0;1.0;85.0;113.0;0.0;;Not available;True;True;True;True;False;44.8;9
Paços de Ferreira, Porto;250000;2.0;2.0;106.0;117.0;2.0;1.0;Not available;True;False;True;True;True;47.0;28
São Félix da Marinha, Porto;310000;3.0;2.0;95.0;115.0;1.0;1.0;Not available;True;False;True;True;True;47.0;2
Marvila - Lisboa, Lisboa;217500;3.0;2.0;73.0;77.0;0.0;;Not available;True;True;True;True;False;44.8;11
Pedroso e Seixezelo, Porto;249500;2.0;2.0;110.0;126.0;1.0;2.0;Energy Performance Certificate;False;False;True;True;True;47.0;9
Avanca, Estarreja;173500;4.0;2.0;169.0;169.0;1.0;0.0;Not available;False;False;False;False;False;48.0;23
São Gonçalo de Lagos, Faro;337500;2.0;2.0;92.0;149.0;2.0;2.0;Not available;True;False;False;False;True;45.7;13
Sines, Setúbal;195000;2.0;2.0;89.0;89.0;1.0;0.0;Not available;True;False;True;True;False;46.6;26
Costa da Caparica, Almada;268000;1.0;1.0;43.0;47.0;0.0;;Not available;True;False;True;False;True;46.3;0
Estoril, Cascais;255000;1.0;1.0;62.0;62.0;1.0;;Not available;True;False;False;False;True;46.9;4
Torres do Restelo, Lisboa;695000;3.0;3.0;140.0;175.0;2.0;1.0;Energy Performance Certificate;False;True;True;True;False;44.8;7
Praça Rainha D. Amélia, Porto;178900;1.0;1.0;36.0;45.0;0.0;;Not available;True;False;True;True;True;47.0;6
Praça Rainha D. Amélia, Porto;162300;1.0;1.0;34.0;43.0;0.0;;Not available;True;False;True;True;True;47.0;6
Praça Rainha D. Amélia, Porto;165700;1.0;1.0;34.0;43.0;0.0;;Not available;True;False;True;True;True;47.0;6
Praça Rainha D. Amélia, Porto;158900;1.0;1.0;34.0;43.0;0.0;;Not available;True;False;True;True;True;47.0;6
Praça Rainha D. Amélia, Porto;197200;1.0;1.0;34.0;71.0;0.0;;Not available;True;False;True;True;True;47.0;6
Praça Rainha D. Amélia, Porto;572800;2.0;2.0;162.0;215.0;0.0;;Not available;True;False;True;True;True;47.0;6
Olivais Sul, Lisboa;315000;3.0;2.0;75.0;75.0;0.0;;Not available;True;True;True;True;False;44.8;16
Gulpilhares e Valadares, Porto;235000;2.0;2.0;101.0;101.0;2.0;2.0;Energy Performance Certificate;False;False;True;True;True;47.0;7
Linda-a-Velha, Oeiras;167500;3.0;2.0;97.0;108.0;0.0;3.0;Not available;False;False;False;False;False;46.5;4
Av. Novas/ Av. República, Lisboa;587000;5.0;2.0;127.0;130.0;0.0;;Not available;True;True;True;True;False;44.8;13
Fânzeres - Regadas, Gondomar;225000;3.0;3.0;106.0;106.0;1.0;4.0;Not available;True;False;True;False;False;47.1;12
Porto, Porto;220000;3.0;2.0;106.0;106.0;0.0;;Not available;True;False;True;True;True;47.0;3
Algés, Oeiras;255000;1.0;1.0;50.0;51.0;0.0;;Not available;True;False;False;False;False;46.5;5
Senhora da Hora, Matosinhos;195000;0.0;2.0;40.0;60.0;1.0;4.0;Energy Performance Certificate;False;False;True;False;False;47.5;4
Malveira, Mafra;295000;3.0;2.0;152.0;186.0;2.0;;Not available;True;False;False;False;False;43.8;20
Hospital, Santarém;255000;4.0;2.0;126.0;126.0;0.0;;Not available;True;False;False;False;False;48.3;57
Loures, Loures;420000;2.0;2.0;100.0;100.0;1.0;7.0;Energy Performance Certificate;False;False;False;False;False;44.6;18
S.Cosme, Gondomar;153500;1.0;1.0;71.0;95.0;1.0;2.0;Not available;True;False;True;False;False;47.1;12
Costa da Caparica, Setúbal;270000;1.0;1.0;55.0;55.0;1.0;3.0;Energy Performance Certificate;False;False;True;True;True;46.6;0
Alfragide, Lisboa;258000;2.0;1.0;77.0;83.0;1.0;1.0;Not available;True;True;True;True;False;44.8;7
Jardins do Cristo Rei, Loures;885000;4.0;3.0;145.0;219.0;2.0;2.0;Energy Performance Certificate;False;False;False;False;False;44.6;18
Boavista, Porto;570000;5.0;3.0;183.0;188.0;2.0;6.0;Not available;True;False;True;True;True;47.0;4
Forte da Casa, Vila Franca de Xira;269000;3.0;2.0;94.0;94.0;1.0;2.0;Energy Performance Certificate;False;False;False;False;False;44.1;28
Leça do Balio, Matosinhos;367000;4.0;3.0;151.0;151.0;2.0;2.0;Energy Performance Certificate;False;False;True;False;False;47.5;7
Odivelas Centro, Odivelas;210000;3.0;1.0;80.0;82.0;0.0;3.0;Not available;True;False;False;False;False;43.7;14
São Mamede de Infesta e Senhora da Hora, Porto;170000;2.0;2.0;77.0;92.0;0.0;;Not available;True;False;True;True;True;47.0;4
Grândola e Santa Margarida da Serra, Setúbal;350000;4.0;2.0;117.0;117.0;0.0;;Not available;True;False;True;True;False;46.6;56
Rinchoa, Sintra;200000;2.0;1.0;90.0;112.0;0.0;;Not available;True;False;False;False;False;43.7;10
Damaia de Cima, Amadora;220000;2.0;1.0;80.0;85.0;0.0;;Not available;True;False;True;True;False;44.1;8
Águas Livres, Lisboa;210000;2.0;1.0;66.0;71.0;0.0;;Not available;True;True;True;True;False;44.8;8
Tomar (São João Baptista) e Santa Maria dos Olivais, Santarém;150000;3.0;2.0;75.0;75.0;1.0;2.0;Not available;True;False;False;False;False;52.8;6479
Ranhados, Viseu;130000;2.0;1.0;88.0;88.0;0.0;;Not available;True;False;False;False;False;46.9;74
Pombal, Leiria;185000;2.0;2.0;102.0;127.0;1.0;2.0;Energy Performance Certificate;False;False;False;False;False;46.4;35
Venteira, Amadora;189000;1.0;1.0;45.0;55.0;0.0;;Not available;True;False;True;True;False;44.1;8
Póvoa de Santa Iria e Forte Da Casa, Vila Franca de Xira;319990;3.0;2.0;162.0;162.0;1.0;3.0;Energy Performance Certificate;False;False;False;False;False;44.1;26
Pombal, Leiria;260000;3.0;2.0;130.0;160.0;2.0;1.0;Not available;False;False;False;False;False;46.4;35
Quelfes, Faro;250000;2.0;2.0;81.0;95.0;1.0;3.0;Energy Performance Certificate;False;False;False;False;True;45.7;63
Pombal, Leiria;305000;3.0;2.0;131.0;157.0;2.0;1.0;Energy Performance Certificate;False;False;False;False;False;46.4;35
Corroios Centro, Seixal;175000;1.0;1.0;61.0;66.0;0.0;;Not available;True;False;False;False;False;44.9;11
Algés, Linda-a-Velha e Cruz Quebrada-Dafundo, Lisboa;598000;3.0;2.0;135.0;171.0;2.0;1.0;Energy Performance Certificate;False;True;True;True;False;44.8;3
Santa Marinha e São Pedro da Afurada, Porto;355000;2.0;2.0;86.0;107.0;1.0;4.0;Not available;True;False;True;True;True;47.0;4
Odivelas, Lisboa;460000;3.0;2.0;102.0;112.0;2.0;7.0;Energy Performance Certificate;False;True;True;True;False;44.8;14
Castelos, Porto;257000;3.0;2.0;80.0;88.0;0.0;2.0;Not available;True;False;True;True;True;47.0;3
Cedofeita, Porto;188000;0.0;1.0;35.0;35.0;0.0;2.0;Not available;True;False;True;True;True;47.0;5
Vilamoura, Loulé;10800;1.0;1.0;50.0;50.0;0.0;;Not available;True;False;False;False;False;46.9;37
Alfornelos, Amadora;245000;2.0;1.0;68.0;;0.0;;Not available;True;False;True;True;False;44.1;10
Mafamude e Vilar do Paraíso, Vila Nova de Gaia;250000;3.0;3.0;173.0;218.0;2.0;3.0;Not available;True;False;True;True;False;46.8;6
Estômbar e Parchal, Faro;189000;2.0;1.0;77.0;113.0;0.0;;Not available;True;False;False;False;True;45.7;5
Júlio Dinis, Porto;325000;2.0;1.0;80.0;122.0;1.0;5.0;Energy Performance Certificate;False;False;True;True;True;47.0;3
Corroios, Seixal;167000;3.0;1.0;95.0;95.0;0.0;;Not available;True;False;False;False;False;44.9;7
Santa Maria Maior, Viana do Castelo;213500;0.0;1.0;64.0;64.0;0.0;;Not available;True;False;False;False;True;48.8;1
Celas, Coimbra;260000;3.0;2.0;;;0.0;;Not available;True;False;False;True;False;48.3;40
